,0
0,-0.0002340455394005403
1,-0.0022439800668507814
2,-0.005605099722743034
3,-0.0023110986221581697
4,-0.0001571969041833654
5,0.0029633985832333565
6,-0.012375797145068645
7,0.01102257240563631
8,-0.013218678534030914
9,0.0009938078001141548
10,-0.00500896479934454
11,-0.001565714948810637
12,0.01777169108390808
13,-0.014414951205253601
14,0.02123214676976204
15,-0.023745093494653702
16,0.008037793450057507
17,0.028175588697195053
18,-0.0034760835114866495
19,-0.02644023485481739
20,0.015756554901599884
21,0.008062991313636303
22,-0.01142652053385973
23,-0.018331807106733322
24,-0.0019407086074352264
25,-0.002890961477532983
26,-0.029012387618422508
27,0.020423648878932
28,0.019135886803269386
29,0.018528640270233154
30,-0.005211640149354935
31,-0.004977899137884378
32,0.007589078042656183
33,-0.013861661776900291
34,0.0012053855461999774
35,0.009531102143228054
36,0.0038461831863969564
37,-0.010516287758946419
38,0.027653194963932037
39,-0.0011313536670058966
40,-0.0016880255425348878
41,0.005481405649334192
42,0.0017275855643674731
43,-0.009315922856330872
44,-0.005198480095714331
45,0.00038733973633497953
46,0.01660318300127983
47,0.002200976014137268
48,-0.0015381338307633996
49,0.0037842642050236464
50,0.010259928181767464
51,0.013081889599561691
52,0.0031549257691949606
53,0.0013022643979638815
54,-0.007483436726033688
55,-0.0007247498724609613
56,-0.00022528867702931166
57,0.0034648983273655176
58,0.0028512526769191027
59,-0.0012243203818798065
60,0.011443642899394035
61,-0.0037470858078449965
62,-0.007390283048152924
63,0.012553535401821136
64,-0.01390842255204916
65,-0.0005904993158765137
66,0.0017957270611077547
67,0.011389139108359814
68,0.013306405395269394
69,0.000632669311016798
70,-0.0023712848778814077
71,0.005619047675281763
72,0.00652927253395319
73,0.001181629835627973
74,-0.002364250598475337
75,-0.004348394926637411
76,-0.002121204975992441
77,-0.0006071956595405936
78,0.004889755044132471
79,-0.011555283330380917
80,-0.003231245093047619
81,0.005211834330111742
82,-0.011481589637696743
83,-0.01038200780749321
84,0.001866362988948822
85,0.0016590970335528255
86,-0.0015396346570923924
87,0.015982648357748985
88,-0.00894155539572239
89,-0.000680828292388469
90,-0.009995453990995884
91,0.008605263195931911
92,-0.011693267151713371
93,0.006217113230377436
94,-0.01827426813542843
95,0.00149355863686651
96,0.000796448381152004
97,0.01423405110836029
98,0.014321484602987766
99,-0.0031492761336266994
100,0.003853802802041173
101,-0.0025654055643826723
102,0.0003575356095097959
103,0.0008663677144795656
104,-0.005278575699776411
105,0.012582961469888687
106,-0.0017945494037121534
107,-4.912247823085636e-05
108,-0.004917518235743046
109,-0.011597172357141972
110,-0.010306739248335361
111,-0.0018755729543045163
112,-0.0022831866517663
113,0.004774013999849558
114,-0.006445478182286024
115,0.01155821979045868
116,-0.00010905053932219744
117,-9.052766108652577e-05
118,0.01822664402425289
119,-0.04314853250980377
120,-0.016576984897255898
121,0.016909822821617126
122,0.01625417172908783
123,0.01846219412982464
124,0.0032221837900578976
125,-0.00898889359086752
126,0.004154940135776997
127,0.001674438128247857
128,0.0200565904378891
129,0.005721599329262972
130,0.008740589022636414
131,-0.0006409902707673609
132,0.013914360664784908
133,0.0012685063993558288
134,0.003677062690258026
135,-0.0025926996022462845
136,0.00561118870973587
137,-0.0047327377833426
138,0.00410166010260582
139,-0.0009976689470931888
140,0.0010765125043690205
141,0.007887598127126694
142,-0.004281373228877783
143,0.001344547956250608
144,0.0006395206437446177
145,-0.005980141460895538
146,0.003309129038825631
147,-0.0020973305217921734
148,0.009111265651881695
149,0.0003377492830622941
150,0.001238502562046051
151,-0.0014351957943290472
152,0.007692920044064522
153,-0.0014204116305336356
154,0.009258100762963295
155,-0.005377531982958317
156,0.004972243681550026
157,0.0002549503115005791
158,-0.0017712381668388844
159,0.0009261324303224683
160,2.149041392840445e-05
161,-0.007290829438716173
162,0.0001593008782947436
163,-0.00016323398449458182
164,0.0033498117700219154
165,-0.001105989096686244
166,-0.004231080412864685
167,0.001070523983798921
168,0.0039766510017216206
169,0.004225441254675388
170,-0.0006549304816871881
171,0.0022740187123417854
172,-0.02516764961183071
173,0.01827961392700672
174,-0.013957147486507893
175,-0.0010751397348940372
176,0.010150742717087269
177,-0.005854335613548756
178,-0.0002653208211995661
179,0.004270222503691912
180,0.009574958123266697
181,0.006550055928528309
182,-0.00867372564971447
183,-0.01072723139077425
184,0.0028026020154356956
185,0.0010912286816164851
186,-0.016857624053955078
187,0.007236424367874861
188,-0.0007118624052964151
189,-0.0033193675335496664
190,0.009312975220382214
191,-0.00030492537189275026
192,0.00275024282746017
193,0.006439201533794403
194,-0.01359745766967535
195,-0.0002729116240516305
196,-0.0016159599181264639
197,0.0024286028929054737
198,-0.0006198371411301196
