,0
0,-0.00019946930115111172
1,-0.0014319138135761023
2,-0.003391156904399395
3,-0.0014896885259076953
4,0.0007426310912705958
5,0.0016878083115443587
6,-0.004302267916500568
7,0.0033475803211331367
8,-0.006430193316191435
9,0.0006969937821850181
10,-0.003027892904356122
11,0.0006711099995300174
12,0.005727783776819706
13,-0.005350680090487003
14,0.007308663334697485
15,-0.005549472291022539
16,-0.00023101179976947606
17,0.013973399065434933
18,-0.0004671809438150376
19,-0.009967511519789696
20,0.005022451747208834
21,0.0018187285168096423
22,-0.013815648853778839
23,-0.00924982875585556
24,0.002784940181300044
25,0.0009907720377668738
26,-0.0069960057735443115
27,0.010403945110738277
28,0.007203647401183844
29,0.012147982604801655
30,-0.0023227750789374113
31,0.0007413726416416466
32,0.009177249856293201
33,-0.00644378736615181
34,0.000958201359026134
35,0.010231620632112026
36,-0.002990039996802807
37,-0.008743642829358578
38,0.019468938931822777
39,0.0002456463989801705
40,0.0010234136134386063
41,0.0014734364813193679
42,0.0012031133519485593
43,-0.003836496965959668
44,-0.001298196380957961
45,-0.00023696552671026438
46,0.012178775854408741
47,0.001011978485621512
48,0.0006271035526879132
49,0.004616118036210537
50,0.005281201098114252
51,0.00525206932798028
52,0.0031422674655914307
53,0.0006413597729988396
54,-0.005132674239575863
55,7.175817154347897e-05
56,-0.0005836077616550028
57,0.004791778512299061
58,0.0036293696612119675
59,-5.5841821449575946e-05
60,0.006778352428227663
61,-0.003653137246146798
62,-0.007760100532323122
63,0.007940944284200668
64,-0.008929225616157055
65,0.00016484672960359603
66,-0.0019943872466683388
67,0.008961997926235199
68,0.009764139540493488
69,0.000924333871807903
70,-0.0010148348519578576
71,0.007603025063872337
72,0.0028091922868043184
73,0.002817777683958411
74,-0.004907023627310991
75,-0.0015492254169657826
76,-0.0013343411264941096
77,0.003058952745050192
78,0.0020083081908524036
79,-0.009193242527544498
80,-0.004857954569160938
81,0.006685673259198666
82,-0.008224625140428543
83,-0.005793004296720028
84,0.0010492791188880801
85,0.0032625626772642136
86,0.0010271674254909158
87,0.011171285063028336
88,-0.014432840049266815
89,0.00028285058215260506
90,-0.009297080338001251
91,0.009916700422763824
92,-0.01155182532966137
93,-0.0024891269858926535
94,-0.0016249207546934485
95,0.005757520906627178
96,-0.0033404631540179253
97,0.013704640790820122
98,0.006363676395267248
99,-0.00037251223693601787
100,0.0033033620566129684
101,-0.0023344059009104967
102,-0.0004436374583747238
103,0.006483078934252262
104,-0.001257253112271428
105,0.005023191682994366
106,-0.0007204582216218114
107,0.004106420092284679
108,-0.0001993348851101473
109,-0.006322699598968029
110,-0.008502943441271782
111,-0.002667502500116825
112,-0.0014674155972898006
113,0.004233679734170437
114,-0.006601020228117704
115,0.006444807630032301
116,-0.0002477069792803377
117,-0.0017014993354678154
118,0.009535969235002995
119,-0.029140960425138474
120,-0.010543440468609333
121,0.016521364450454712
122,0.01156679354608059
123,0.011945008300244808
124,0.003523814957588911
125,-0.002771761268377304
126,0.007111730054020882
127,-0.0022590267471969128
128,0.016276953741908073
129,0.00164676527492702
