,0
0,0.0007973259198479354
1,5.111203790875152e-05
2,-0.000984693062491715
3,-0.0008765641832724214
4,-9.227019472746179e-05
5,0.0009853002848103642
6,3.083243063883856e-05
7,0.0015361763071268797
8,0.0002702323254197836
9,-0.0006234491593204439
10,-0.006650029681622982
11,-0.003853762988001108
12,0.0012735285563394427
13,-0.0037923650816082954
14,-0.02106885239481926
15,-0.014313174411654472
16,0.008302918635308743
17,-0.0026263410691171885
18,0.01356269046664238
19,-0.005434939172118902
20,-0.012429268099367619
21,0.003218064084649086
22,-0.0020610422361642122
23,-0.005745795555412769
24,-0.009899417869746685
25,0.013388747349381447
26,-0.01309186965227127
27,-0.01563710905611515
28,0.01845153048634529
29,0.007879302836954594
30,0.012247133068740368
31,-0.0059945289976894855
32,0.008292934857308865
33,0.005557632073760033
34,0.021245943382382393
35,0.002314312383532524
36,-0.00857651699334383
37,-0.027665479108691216
38,-0.004905691370368004
39,-0.007132454309612513
40,0.003550893161445856
41,-0.0028112721629440784
42,-0.02232898771762848
43,-0.019361643120646477
44,0.002125832252204418
45,-0.008840358816087246
46,0.012260004878044128
47,0.008446736261248589
48,0.03269622474908829
49,0.0028276469092816114
50,0.010951206088066101
51,0.010428018867969513
52,-0.03047557733952999
53,-0.004359820391982794
54,-0.021374816074967384
55,0.0009378825780004263
56,-0.0015796558000147343
57,0.009181380271911621
58,0.002079412806779146
59,-0.019436322152614594
60,-0.019002361223101616
61,0.00608178973197937
62,-0.015913954004645348
63,-0.015913954004645348
