,0
0,1.0002925538898142
1,0.986995243351127
2,0.9658978190780229
3,0.9560237558067789
4,0.9592428015380782
5,0.9673882846997811
6,0.94549646478472
7,0.9600101380144337
8,0.9375109961818993
9,0.9403484298336957
10,0.9287362402868367
11,0.9338033848032615
12,0.946275620928119
13,0.9347938566010321
14,0.9492334702039272
15,0.9364026551763653
16,0.9398478759060231
17,0.9663046032140876
18,0.9669735377595979
19,0.9462613176794302
20,0.9540084098541783
21,0.9575575779742876
22,0.9395622039965029
23,0.9269263391488407
24,0.9289963043971039
25,0.9268604032640192
26,0.9172307676309972
27,0.9353286507258917
28,0.9483077363571613
29,0.965335032260226
30,0.9608862988874135
31,0.961163494805168
32,0.9728572415961766
33,0.9615358352699784
34,0.9638400835654067
35,0.9774759733627878
36,0.9737193229824188
37,0.9656222096570649
38,0.9896244496388268
39,0.9915846093191663
40,0.9943458826117534
41,0.9966844424213507
42,0.9988133052111223
43,0.9944671626915663
44,0.9984890408260875
45,0.9980833106489392
46,1.0109959508704878
47,1.0117753691232285
48,1.0129219895385602
49,1.0181264251384419
50,1.0260934022457973
51,1.0326283382652934
52,1.0344018566050959
53,1.0332968017250472
54,1.0267820847743299
55,1.0279403969532086
56,1.0278255865183514
57,1.034605528997422
58,1.0406041423938752
59,1.0393811304243716
60,1.0483638189657087
61,1.0448108297941567
62,1.0350930735332966
63,1.0440337330118212
64,1.0318614798793035
65,1.0333594410524478
66,1.0306935756085136
67,1.0399502624741928
68,1.0513714631364284
69,1.052184282779619
70,1.0505288692159822
71,1.0577404661022634
72,1.0611136626430613
73,1.0612557111061975
74,1.0553266202239284
75,1.0534192671352156
76,1.0521162895335514
77,1.0528372572030618
78,1.0547840987124175
79,1.042729866223465
80,1.0373462436602494
81,1.045347867471606
82,1.0368115202437402
83,1.0308090145211752
84,1.0306676281225189
85,1.03437831448159
86,1.0337904528545412
87,1.0460863762050838
88,1.034627247237492
89,1.0348437735821188
90,1.0256420032948426
91,1.0357527507988922
92,1.0245339023907587
93,1.025242286216165
94,1.0237618750209763
95,1.0289471483684127
96,1.0272008939272508
97,1.0414210682629124
98,1.050140636620906
99,1.0490729254871414
100,1.0523955052648173
101,1.0498714003723073
102,1.0496793472278971
103,1.05358791240744
104,1.0511320981520829
105,1.0572617542112577
106,1.057911424776305
107,1.0619175647693877
108,1.0608777528822706
109,1.056572546879746
110,1.049352904762689
111,1.0459398600844676
112,1.043690682155805
113,1.0481821353442546
114,1.0437934453864268
115,1.0504730683406318
116,1.0526846986096114
117,1.0500079881839708
118,1.0640291746285957
119,1.0269308434647597
120,1.0099889534655573
121,1.0263846509123826
122,1.0446920097063284
123,1.0571082451196707
124,1.0589735362210564
125,1.053683387475664
126,1.0585955560464844
127,1.0574845782683289
128,1.0743553746874346
129,1.0786713551412432
130,1.0850059997233095
131,1.0859231520730497
132,1.093410845488186
133,1.0929871680238425
134,1.0937170469540547
135,1.0943825783998236
136,1.0990889014442118
137,1.0932334721106756
138,1.0966997851205171
139,1.093552785234483
140,1.091883906811981
141,1.0909724794145095
142,1.0906730884062248
143,1.090291952095727
144,1.089508723150266
145,1.0842973526069744
146,1.087112016426198
147,1.0878761956658334
148,1.1005946621666944
149,1.0996124042284612
150,1.0995071237849692
151,1.0983740606653634
152,1.105711313211677
153,1.1043614546418743
154,1.1072581566668722
155,1.1018393840849015
156,1.1029959590078209
157,1.103898796407352
158,1.1027788493781936
159,1.1020762920961271
160,1.1040720193950564
161,1.099627969697352
162,1.098488621979197
163,1.0960457252168
164,1.1016004247591626
165,1.0995430875792949
166,1.0973317251722015
167,1.0975472398013348
168,1.1008832888959201
169,1.1040925295421893
170,1.1040145674452384
171,1.101370126014218
172,1.0786344239537784
173,1.0942733342231432
174,1.0796025916887988
175,1.0790630730088897
176,1.0901127996005056
177,1.0870112253763102
178,1.085148734643637
179,1.0867505022136525
180,1.0959472764243856
181,1.1030419790531059
182,1.0935548706292302
183,1.0833788041454129
184,1.091038193547848
185,1.0954522721931033
186,1.0838457718157932
187,1.0937682636587693
188,1.0901993294715469
189,1.0874758427007687
