,0
0,0.018128298223018646
1,0.00854075700044632
2,0.03442271798849106
3,-0.03213747963309288
4,0.025249717757105827
5,-0.019356174394488335
6,-0.05112504959106445
7,0.02291887067258358
8,-0.014064230024814606
9,0.08014925569295883
10,-0.006999453064054251
11,0.042235083878040314
12,0.011840465478599072
13,-0.011969917453825474
14,0.02131405659019947
15,-0.0034855392295867205
16,0.010074160061776638
17,0.029963921755552292
18,-0.01944960094988346
19,-0.03322387486696243
20,0.01881295256316662
21,0.004374983254820108
22,0.007201083470135927
23,0.013560127466917038
24,-0.008807355538010597
25,0.015621935948729515
26,0.0008932590717449784
27,-0.028423143550753593
28,0.005461336579173803
29,0.006792701780796051
30,-0.007209042552858591
31,0.01062001846730709
32,0.01062001846730709
