,0
0,-0.0004439068725332618
1,-0.00039974594255909324
2,-5.495526420418173e-05
3,-0.0003760922118090093
4,-0.0004394328861963004
5,-0.0006156263407319784
6,0.00062553834868595
7,0.0003776628873310983
8,0.0038700911682099104
9,0.0021031745709478855
10,0.0012581724440678954
11,0.0021522853057831526
12,-0.0019940638449043036
13,-0.002723764395341277
14,0.0009310647728852928
15,-0.0007744714966975152
16,-0.0010773399844765663
17,-0.0006901886081323028
18,0.0014754955191165209
19,0.002336672507226467
20,0.006105595733970404
21,-0.0006192114669829607
22,0.010201233439147472
23,-0.003602613229304552
24,0.01881551742553711
25,-0.00305845495313406
26,-0.003983506001532078
27,-0.003553141374140978
28,-0.00804934836924076
29,-0.0011626757914200425
30,0.0011011637980118394
31,0.007110631093382835
32,0.0019311293726786971
33,-0.0033320137299597263
34,0.0016908677062019706
35,-0.0011547916801646352
36,-0.003175680758431554
37,-0.002380665857344866
38,0.003407274140045047
39,0.0007707627373747528
40,-0.005549184046685696
41,0.006517366040498018
42,-0.0036969613283872604
43,0.003218154888600111
44,0.008406571112573147
45,-0.0037328104954212904
46,-0.0004247562901582569
47,0.0032648735214024782
48,0.013261393643915653
49,0.010590121150016785
50,0.01844712533056736
51,-0.005678955465555191
52,-0.0027827408630400896
53,-0.006495969370007515
54,-0.0009692679741419852
55,0.0021802159026265144
56,0.004166376311331987
57,0.0019377786666154861
58,-0.0008554240339435637
59,0.0047507272101938725
60,-0.0068205841816961765
61,0.00425121420994401
62,0.003490454750135541
63,0.003490454750135541
