,daily_return
0,0.0
1,0.0019361352654800879
2,0.005991959432670724
3,0.012895076497476898
4,0.013544571283228501
5,0.015211997797806465
6,0.014753338783024761
7,0.021782143639098583
8,0.03058398741421886
9,0.030491723510099877
10,0.041573824260729975
11,0.04003028196995184
12,0.04403383653796111
13,0.05145034843987961
14,0.05171482940497296
15,0.053417608853785215
16,0.05629513683306664
17,0.07001688846682574
18,0.06419478345734153
19,0.048341308039550945
20,0.046795830408289385
21,0.04741033592031085
22,0.024166673533219107
23,-0.020941876394820702
24,-0.002164168157825719
25,-0.0029966003119216156
26,-0.04288995941061524
27,-0.027728323754568573
28,-0.013801888331386292
29,-0.012129017246163554
30,-0.0014909226218183802
31,0.013091793004571306
32,0.014860189197075213
33,0.005230308522554905
34,-0.0031035649602525472
35,-0.000125012425345572
36,0.015438433587784406
37,0.030840583645876496
38,0.017678175620217784
39,0.0037545967365235633
40,-0.006940097179768512
41,-0.0057725021297512225
42,0.005284413165217217
43,0.0066069765730227825
44,0.0040519646700676315
45,0.00863941908397825
46,0.026183859082141714
47,0.02109218891637865
48,0.015979324053885913
49,0.009213658098202293
50,0.011168805301261742
51,0.013456376533961256
52,-0.0002794351692396724
53,0.0026692164925303796
54,0.00023640394530466402
55,-0.02488577083835486
56,-0.042403375862776316
57,-0.014690629188128579
58,-0.02884691847782206
59,-0.028429833160044438
60,-0.019178331073744448
61,-0.041201525666399896
62,-0.026684569513146683
63,-0.013617342755455675
64,-0.006500807222877936
65,-0.028476507493468084
66,-0.024443330172490785
67,-0.008222685352772818
68,-0.01489230918080997
69,-0.0049156019845486565
70,-0.008805946574599544
71,-0.000141653169002387
72,0.010128730352019444
73,0.0077600231378252005
74,0.004231069352835348
75,-0.004284165093668468
76,-0.00314452250287367
77,-0.015682017311698493
78,-0.014673711904628184
79,-0.005593513845720266
80,-0.0026341105006185694
81,-0.00954447601510544
82,-0.011607121132866549
83,-0.020595466321287614
84,-0.022023574593418416
85,-0.008431961936874677
86,-0.006946947397871273
87,-0.007130831620599465
88,-0.0013530911922422506
89,0.0074700070975184385
90,0.01261829051712593
91,0.014090809097162538
92,0.006737525857904991
93,0.01177340497610424
94,0.009123172143629787
95,0.007177931155893491
96,0.015870769587748024
97,0.01189691046794139
98,0.014662882258590804
99,0.011716451581048837
100,0.0101062496107589
101,-0.0035469807587655833
102,0.009503879690937245
103,-0.00062993264199529
104,0.009627027789999465
105,0.01715692440792571
106,0.015379998021646024
107,0.026623761094307863
108,0.030439578974345016
109,0.03313882961175141
110,0.033620772649327835
111,0.03407155941772033
112,0.030810568726738596
113,0.03195091545017781
114,0.030780215750020767
115,0.024062226564093736
116,0.017986106277792846
117,0.017857710687716688
118,0.010769788054927787
119,0.013511257972136592
120,0.0034804665936218893
121,0.003100281037564878
122,-0.00436050369643004
123,-0.0014615546258576195
124,0.003773393685739368
125,0.0064494683443536704
126,0.0012653194893204045
127,0.010655248071324674
128,0.016216602512969303
129,0.02709005337435988
130,0.03270058102034645
131,0.025406724493711952
132,0.034778923907180515
133,0.03663296880466893
134,0.03820718894366282
135,0.04053162139702615
136,0.042239772814601784
137,0.03750326677096738
138,0.03838508838586718
139,0.03928755151661201
140,0.0448769897245751
141,0.054402229941626024
142,0.058398733808015635
143,0.05364487188232481
144,0.04904622843992623
145,0.05270167523576319
146,0.04910555171525277
147,0.051953181001741955
148,0.05812242891828712
149,0.060783669616044866
150,0.06622844100465297
151,0.0639584772412094
152,0.06182610376448161
153,0.055572976768158755
154,0.051000800233740096
155,0.056445914787572216
156,0.052457505384228664
157,0.06865252380657494
158,0.07303928686216232
159,0.07595949129066004
160,0.07815551701371315
161,0.07486228972596143
162,0.07329192413686303
163,0.07834565904578561
164,0.08713473431175811
165,0.08869796578120748
166,0.09164114553999858
167,0.08567661982083075
168,0.08601905622053052
169,0.0825240546382695
170,0.08420049330529822
171,0.08458751153361233
172,0.08198383970965906
173,0.08390782135062924
174,0.08580731827152399
175,0.08813117551210126
176,0.09557035591735352
177,0.09407056105448275
178,0.0919259030548607
179,0.09846229613815605
180,0.10173028058864686
181,0.1137177168415422
182,0.11692081521842823
183,0.1110031454229965
184,0.10785262266304319
185,0.10468198913927318
186,0.10782085787268825
187,0.10853946089269129
188,0.11384400613975476
189,0.11892338857882567
190,0.11964261070730409
191,0.11171011586949176
192,0.10537647471951606
193,0.10720579313554013
194,0.10651547496528169
195,0.07263660713575892
196,0.05014707228703341
197,0.06437791328548559
198,0.05999975751066011
199,0.082939273102691
200,0.08136455461696146
201,0.06889790211803115
202,0.07264891927094985
203,0.0696754165743787
204,0.06430689858420324
205,0.03794313237668301
206,0.05362020368746201
207,0.042533495937172594
208,0.037944887808615047
