,date,tic,open,high,low,close,volume,macd,rsi_30,cci_30,dx_30
0,2016-01-04,^DJI,17405.48046875,17405.48046875,16957.630859375,17148.939453125,148060000,-42.51495371493729,46.38643323575175,-180.46733466074102,26.870057140703924
1,2016-01-05,^DJI,17147.5,17195.83984375,17038.609375,17158.66015625,105750000,-63.92635826743208,46.509413146079176,-176.2518361155268,26.870057140703917
2,2016-01-06,^DJI,17154.830078125,17154.830078125,16817.619140625,16906.509765625,120250000,-100.08773079269304,43.81264174361562,-212.84753856766162,34.80342157123001
3,2016-01-07,^DJI,16888.359375,16888.359375,16463.630859375,16514.099609375,176240000,-158.58206383051584,40.071984025539784,-276.6755196333531,45.0168447678089
4,2016-01-08,^DJI,16519.169921875,16651.890625,16314.5703125,16346.4501953125,141850000,-215.97749666194068,38.61488737316389,-270.6685616180706,48.638614032801236
5,2016-01-11,^DJI,16358.7099609375,16461.849609375,16232.0302734375,16398.5703125,127790000,-254.32641620821596,39.32444532346702,-241.4840061123572,50.56605910399009
6,2016-01-12,^DJI,16419.109375,16591.349609375,16322.0703125,16516.220703125,117480000,-272.08834291161475,40.919159036455135,-187.5686757865687,41.6508167615023
7,2016-01-13,^DJI,16526.630859375,16593.509765625,16123.2001953125,16151.41015625,153530000,-312.0053565420676,37.73759639923244,-194.9850465270517,46.819955875062895
8,2016-01-14,^DJI,16159.009765625,16482.05078125,16075.1201171875,16379.0498046875,158830000,-321.5644652769879,40.71320319797156,-167.5169087634096,48.010266636502266
9,2016-01-15,^DJI,16354.330078125,16354.330078125,15842.1103515625,15988.080078125,239210000,-356.5777113873701,37.52673950992973,-183.31730739696488,53.41228137520617
10,2016-01-19,^DJI,16009.4501953125,16171.9599609375,15900.25,16016.01953125,144360000,-377.7173898697256,37.88612484643884,-163.76670638244028,53.41228137520616
11,2016-01-20,^DJI,15989.4501953125,15989.4501953125,15450.5595703125,15766.740234375,191870000,-409.86087230752673,35.97596296182708,-177.9180335093132,62.097372929273845
12,2016-01-21,^DJI,15768.8701171875,16038.58984375,15704.66015625,15882.6796875,145140000,-421.1250019191102,37.4922865628083,-141.5244150887752,58.64271394386332
13,2016-01-22,^DJI,15921.099609375,16136.7900390625,15921.099609375,16093.509765625,145850000,-408.3326755601611,40.15838819664614,-108.87812021875384,51.734625227040475
14,2016-01-25,^DJI,16086.4599609375,16086.4599609375,15880.150390625,15885.2197265625,123250000,-410.27256343137924,38.480944321668765,-109.5971645354951,52.653637599659774
15,2016-01-26,^DJI,15893.16015625,16185.7900390625,15893.16015625,16167.23046875,118210000,-384.6203643704375,41.88117925734734,-87.27308370666982,45.47136251824733
16,2016-01-27,^DJI,16168.740234375,16235.0302734375,15878.2998046875,15944.4599609375,138350000,-377.91021627787086,40.07130640218567,-87.07369604055489,41.93269025522762
17,2016-01-28,^DJI,15960.2802734375,16102.1396484375,15863.7197265625,16069.6396484375,130120000,-358.36046459534373,41.5398555113898,-81.73056851831436,42.376367244262916
18,2016-01-29,^DJI,16090.259765625,16466.30078125,16090.259765625,16466.30078125,217940000,-307.31734411150865,45.886631639677255,-43.70738275069383,18.252682849491826
19,2016-02-01,^DJI,16453.630859375,16510.98046875,16299.4697265625,16449.1796875,114450000,-265.18988860011086,45.734790589737685,-32.04931994807486,15.681981179650665
20,2016-02-02,^DJI,16420.2109375,16420.2109375,16108.4404296875,16153.5400390625,126210000,-252.74573001383033,43.18230516984386,-50.456743265472156,23.302354618836453
21,2016-02-03,^DJI,16186.2001953125,16381.6904296875,15960.4501953125,16336.66015625,141870000,-225.50786730006075,45.14402573585513,-47.80531217626377,28.64294827662212
22,2016-02-04,^DJI,16329.669921875,16485.83984375,16266.16015625,16416.580078125,131490000,-195.22239286134936,45.986006315331714,-25.890610860884816,22.239603225654417
23,2016-02-05,^DJI,16417.94921875,16423.630859375,16129.8095703125,16204.9697265625,139010000,-186.15029827918443,44.1306653575816,-40.20260393638414,27.30364663328163
24,2016-02-08,^DJI,16147.509765625,16147.509765625,15803.5498046875,16027.0498046875,165880000,-191.11420314894895,42.634531471666385,-72.23871976255666,37.68393012693293
25,2016-02-09,^DJI,16005.41015625,16136.6201171875,15881.1103515625,16014.3798828125,127740000,-193.836068787381,42.52831770702086,-68.43725235023501,37.68393012693292
26,2016-02-10,^DJI,16035.6103515625,16201.8896484375,15899.91015625,15914.740234375,122290000,-201.70808853572635,41.683496217503716,-67.85983306200099,33.33177259187543
27,2016-02-11,^DJI,15897.8203125,15897.8203125,15503.009765625,15660.1796875,172070000,-225.88378195211408,39.60422822232878,-122.83577381516774,44.69540762803993
28,2016-02-12,^DJI,15691.6201171875,15974.0400390625,15691.6201171875,15973.83984375,132550000,-217.2293551335897,43.21477672966119,-85.54594225922263,39.80363362975955
29,2016-02-16,^DJI,16012.3896484375,16196.41015625,16012.3896484375,16196.41015625,142030000,-190.2183763711164,45.60193512786239,-25.350221369965997,26.46935086252685
