account_value,date,daily_return
1247003.6168127304,2018-01-03,
1253963.22880385,2018-01-04,0.005581068007571632
1268786.5406120394,2018-01-05,0.011821169447153057
1269617.171895971,2018-01-08,0.000654665901114404
1277260.0256435832,2018-01-09,0.006019809684992383
1278803.182556589,2018-01-10,0.0012081775691901164
1291138.690061655,2018-01-11,0.009646134505549853
1304571.7164862268,2018-01-12,0.010404015097658093
1301992.1117062434,2018-01-16,-0.001977357585929762
1329066.2596438425,2018-01-17,0.020794402434680448
1319916.6373553446,2018-01-18,-0.006884248412829086
1315986.8836665323,2018-01-19,-0.0029772741532269054
1319060.8210787943,2018-01-22,0.0023358419832404387
1318681.593097227,2018-01-23,-0.0002874984803636904
1317362.9191133096,2018-01-24,-0.0009999942297064246
1318440.007599409,2018-01-25,0.0008176095368042091
1323123.3533135965,2018-01-26,0.003552187196378176
1319748.7289758278,2018-01-29,-0.002550498658584921
1303074.5557942942,2018-01-30,-0.012634354415687388
1310034.8006963327,2018-01-31,0.005341401895301301
1309136.30874687,2018-02-01,-0.0006858534971629915
1283632.6766826608,2018-02-02,-0.019481265544167514
1222560.357728193,2018-02-05,-0.047577722243951626
1221337.8195924356,2018-02-06,-0.0009999818234162072
1221632.049955137,2018-02-07,0.00024090825485090228
1204211.7586656166,2018-02-08,-0.014259851229476372
1213135.0053948956,2018-02-09,0.0074100312217235675
1226798.7836854532,2018-02-12,0.011263196783370288
1226613.4540601328,2018-02-13,-0.00015106766307970698
1238000.9388955669,2018-02-14,0.009283678405565432
1255762.8525899942,2018-02-15,0.014347253815714334
1256585.1898092325,2018-02-16,0.0006548507288157701
1249714.3522848184,2018-02-20,-0.005467864479174023
1241950.540471464,2018-02-21,-0.006212469112769736
1247308.626408964,2018-02-22,0.0043142506588595975
1263169.9089864786,2018-02-23,0.012716405740878844
1284853.0730337198,2018-02-26,0.01716567493650878
1271843.3593496378,2018-02-27,-0.010125448549042515
1255508.9806570108,2018-02-28,-0.012843074245384778
1241642.4054006631,2018-03-01,-0.011044584682374237
1238146.4985250528,2018-03-02,-0.002815550484104423
1254852.0092062051,2018-03-05,0.01349235385396863
1252564.5761007364,2018-03-06,-0.0018228708155918483
1252120.8435873087,2018-03-07,-0.0003542591910183912
1255640.2594808633,2018-03-08,0.002810763762602697
1276752.4021352823,2018-03-09,0.016813846557570233
1266277.8493856485,2018-03-12,-0.00820405955932868
1259776.216603666,2018-03-13,-0.0051344440599168095
1249343.0099538858,2018-03-14,-0.008281793633085122
1254750.1604208048,2018-03-15,0.004327995133312834
1256278.3969930704,2018-03-16,0.0012179608502724815
1240680.0412038858,2018-03-19,-0.012416320957615468
1247125.1131948526,2018-03-20,0.005194789774092712
1241663.8083242471,2018-03-21,-0.004379115465500405
1202721.719716459,2018-03-22,-0.03136282812361624
1182740.1903738077,2018-03-23,-0.016613593165476392
1215741.111073881,2018-03-26,0.02790208785383652
1196030.5327657755,2018-03-27,-0.016212808901966635
1197876.414662748,2018-03-28,0.0015433401124835822
1206411.7254842813,2018-03-29,0.00712536845792755
1186583.2232259805,2018-04-02,-0.016435932973331457
1207907.2474569376,2018-04-03,0.017970947012872163
1222132.0392812784,2018-04-04,0.011776394134805468
