account_value,date,daily_return
1137030.9923951698,2017-10-03,
1140383.8266567132,2017-10-04,0.002948762420697637
1144902.3822955757,2017-10-05,0.003962311226483939
1141988.9131558586,2017-10-06,-0.0025447314852078406
1138112.5766169182,2017-10-09,-0.003394373180233612
1142401.2058919426,2017-10-10,0.0037681942569973703
1147373.253994085,2017-10-11,0.004352278408407573
1145675.20775086,2017-10-12,-0.0014799423268008205
1143159.0546970994,2017-10-13,-0.0021962184716383115
1141515.4228186815,2017-10-16,-0.0014377980663884404
1156552.540580114,2017-10-17,0.013172943142811144
1160821.3979791007,2017-10-18,0.0036910189975853935
1159660.5965215624,2017-10-19,-0.0009999828221284313
1161512.641312975,2017-10-20,0.0015970576192445574
1159938.399232668,2017-10-23,-0.0013553378795149174
1166545.5635343494,2017-10-24,0.005696133782666424
1165846.2101053179,2017-10-25,-0.0005995080268554887
1166053.7191129625,2017-10-26,0.00017799003491703047
1166635.6078313768,2017-10-27,0.00049902393764234
1166169.2233655872,2017-10-30,-0.00039976875612135476
1166247.2984094562,2017-10-31,6.695001231782349e-05
1166868.566340059,2017-11-01,0.0005327068550986525
1169759.9006845416,2017-11-02,0.0024778577706925375
1169747.9009630142,2017-11-03,-1.0258277378438763e-05
1168607.9022789246,2017-11-06,-0.00097456783906269
1168738.646541498,2017-11-07,0.00011188035124387596
1170162.8829155671,2017-11-08,0.0012186098049240535
1164740.5027793748,2017-11-09,-0.004633867827598448
1163655.851170778,2017-11-10,-0.0009312388519232551
1166831.616330324,2017-11-13,0.002729127479014215
1166450.3432666643,2017-11-14,-0.00032675928413627986
1160070.127003847,2017-11-15,-0.005469771001952339
1175445.6206561907,2017-11-16,0.013253934649670285
1174270.1827219485,2017-11-17,-0.0009999934608510008
1175003.2422148224,2017-11-20,0.0006242681655892479
1177902.7123487946,2017-11-21,0.0024676273475694455
1174919.9522696014,2017-11-22,-0.0025322635290018214
1175393.8147165773,2017-11-24,0.00040331466502085966
1176369.7719303148,2017-11-27,0.0008303235915638751
1190623.5397241,2017-11-28,0.01211674095501114
1196967.7704934631,2017-11-29,0.005328494320575361
1215377.3870543612,2017-11-30,0.015380210741437361
1212782.855895601,2017-12-01,-0.002134753522976429
1211588.863013292,2017-12-04,-0.000984506728887835
1208276.927516008,2017-12-05,-0.0027335473264807897
1209324.64069655,2017-12-06,0.0008671134544429027
1213056.3657255417,2017-12-07,0.003085792601432713
1219915.7727766281,2017-12-08,0.005654648246278038
1221567.685290361,2017-12-11,0.0013541201373050704
1228201.351042772,2017-12-12,0.005430452878126157
1232424.2829046494,2017-12-13,0.0034383058268843136
1227461.6983251816,2017-12-14,-0.004026685167036526
1234063.7222471482,2017-12-15,0.005378598722041383
1241166.5208616501,2017-12-18,0.005755617385436285
1239405.480238939,2017-12-19,-0.0014188592691725121
1237593.8705435044,2017-12-20,-0.0014616763636428054
1239621.4545660263,2017-12-21,0.0016383274600668685
1237060.827326799,2017-12-22,-0.002065652566592413
1238279.8042402512,2017-12-26,0.0009853815483642503
1240062.4153394944,2017-12-27,0.0014395866694578707
1243425.149909044,2017-12-28,0.0027117462217649546
1237074.424807573,2017-12-29,-0.005107444627395097
1243062.702956224,2018-01-02,0.004840677350178568
