account_value,date,daily_return
1059526.2257321333,2017-01-03,
1066140.3647568678,2017-01-04,0.006242543944737333
1063502.4190811056,2017-01-05,-0.0024742949080290844
1069012.7889187064,2017-01-06,0.005181342081348461
1067782.6488147785,2017-01-09,-0.001150725339003733
1069856.945307214,2017-01-10,0.0019426205274433173
1072177.8198251717,2017-01-11,0.002169331636475258
1066364.8883165487,2017-01-12,-0.005421611416631333
1067436.9226780904,2017-01-13,0.0010053166353161114
1062795.0432036088,2017-01-17,-0.0043486218022471546
1065038.3912704482,2017-01-18,0.002110800272531632
1060727.6271305936,2017-01-19,-0.0040475199534473205
1062749.4615080007,2017-01-20,0.0019060825094905365
1060009.7904811834,2017-01-23,-0.0025779086473775026
1060837.7057925581,2017-01-24,0.0007810449665741626
1071659.838303182,2017-01-25,0.010201496846813818
1072099.3507507148,2017-01-26,0.0004101230930035893
1076118.7933804984,2017-01-27,0.003749132603213523
1068276.6491563353,2017-01-30,-0.007287433573693103
1064837.2707556165,2017-01-31,-0.003219557783496474
1067517.2531787353,2017-02-01,0.002516799981293838
1065856.7213502517,2017-02-02,-0.0015555081883117383
1082338.183996141,2017-02-03,0.015463112739027673
1079861.7050643554,2017-02-06,-0.0022880823834949826
1081579.743155374,2017-02-07,0.0015909797365358802
1084843.0749213214,2017-02-08,0.00301719016706703
1090323.409373775,2017-02-09,0.005051730134195687
1095418.6568113875,2017-02-10,0.004673152381951651
1102070.7065084795,2017-02-13,0.006072609459158995
1106811.1479472155,2017-02-14,0.004301395010992026
1116001.194051803,2017-02-15,0.008303174504189048
1116756.588364326,2017-02-16,0.0006768758999085023
1120608.3905832667,2017-02-17,0.0034490973763425803
1127797.7991602682,2017-02-21,0.006415629793079969
1128413.5355367865,2017-02-22,0.000545963449278597
1131714.8739084066,2017-02-23,0.0029256458449424816
1132832.0855076022,2017-02-24,0.0009871846919686789
1135192.3155523639,2017-02-27,0.0020834773970090925
1134390.8695755764,2017-02-28,-0.0007060001779500835
1148964.7288199554,2017-03-01,0.012847299493720099
1146816.1621617046,2017-03-02,-0.0018700022762730972
1149766.3842865557,2017-03-03,0.0025725327408099297
1146085.1066413093,2017-03-06,-0.003201761414803106
1140562.6411824317,2017-03-07,-0.0048185474419623064
1139363.7964174743,2017-03-08,-0.0010510994501052862
1141737.5697623838,2017-03-09,0.0020834200212200837
1146912.0584894652,2017-03-10,0.004532117418329484
1145011.9627776179,2017-03-13,-0.001656705671357117
1140208.10727387,2017-03-14,-0.004195463156642099
1147447.6271446242,2017-03-15,0.006349296961291939
1143484.4488626686,2017-03-16,-0.0034539077760070702
1125021.1802373328,2017-03-17,-0.01614649735175644
1122294.5395093018,2017-03-20,-0.002423635017658854
1108072.412463697,2017-03-21,-0.012672365894093374
1108558.1446490493,2017-03-22,0.00043835780034662264
1106742.3862202507,2017-03-23,-0.0016379460451064753
1103252.808774858,2017-03-24,-0.003153016897916361
1095670.016570911,2017-03-27,-0.006873122953901634
1101431.5262408976,2017-03-28,0.005258435097108993
1098825.24779293,2017-03-29,-0.002366264616432856
1103311.5754715418,2017-03-30,0.00408284000356085
1100687.4288735308,2017-03-31,-0.002378427505294267
1099758.150220081,2017-04-03,-0.0008442711609788489
