account_rewards,date
-8395.103153473,2017-07-05
2078.3899512635544,2017-07-06
-552.8741580010392,2017-07-07
-680.1267184675671,2017-07-10
5542.799382324098,2017-07-11
343.8688383102417,2017-07-12
4917.341604286106,2017-07-13
-363.4283855780959,2017-07-14
29.9324718285352,2017-07-17
7594.3138861579355,2017-07-18
-3210.2268066329416,2017-07-19
1717.0040656737983,2017-07-20
-4959.733236923115,2017-07-21
1292.8973212507553,2017-07-24
-1110.839498374844,2017-07-25
0.0,2017-07-26
374.26366806030273,2017-07-27
976.5584674836136,2017-07-28
133.2056713104248,2017-07-31
872.570657348726,2017-08-01
124.31239280709997,2017-08-02
352.6437129972037,2017-08-03
3165.367609787034,2017-08-04
-1650.8267612459604,2017-08-07
-389.9182946777437,2017-08-08
-7942.579544372391,2017-08-09
4428.374066635035,2017-08-10
6478.534499835921,2017-08-11
-1665.6327114296146,2017-08-14
1719.0506149597932,2017-08-15
-11437.198359268252,2017-08-16
-8320.079259231454,2017-08-17
2779.586821365403,2017-08-18
11879.829740974354,2017-08-21
-7531.901016235352,2017-08-22
495.16344833374023,2017-08-23
-1423.19388961792,2017-08-24
3915.0971145629883,2017-08-25
3554.364471435547,2017-08-28
-2616.3611030578613,2017-08-29
4460.25679397583,2017-08-30
1134.6289100646973,2017-08-31
-5861.131023406982,2017-09-01
770.2342224121094,2017-09-05
5796.895153045654,2017-09-06
565.1030082702637,2017-09-07
10727.546089172363,2017-09-08
303.6085510253906,2017-09-11
1961.8195762634277,2017-09-12
5418.423988342285,2017-09-13
4858.8310623168945,2017-09-14
4095.810562133789,2017-09-15
-3876.7145042419434,2017-09-18
-777.2748069763184,2017-09-19
-3927.109733581543,2017-09-20
-676.987678527832,2017-09-21
-4335.852519989014,2017-09-22
559.6026954650879,2017-09-25
-1432.0573348999023,2017-09-26
608.8119010925293,2017-09-27
624.0195121765137,2017-09-28
5148.455043792725,2017-09-29
