account_value,date,daily_return
1105486.99068984,2017-07-05,
1097091.887536367,2017-07-06,-0.007594031611565466
1099170.2774876305,2017-07-07,0.001894453851017719
1098617.4033296295,2017-07-10,-0.0005029922745588555
1097937.276611162,2017-07-11,-0.0006190751360812818
1103480.075993486,2017-07-12,0.005048375258222659
1103823.9448317962,2017-07-13,0.00031162215412061656
1108741.2864360823,2017-07-14,0.0044548241839739156
1108377.8580505042,2017-07-17,-0.0003277846599780698
1108407.7905223328,2017-07-18,2.700565660984644e-05
1116002.1044084907,2017-07-19,0.00685155224556766
1112791.8776018578,2017-07-20,-0.00287654189356068
1114508.8816675316,2017-07-21,0.0015429696246291869
1109549.1484306084,2017-07-24,-0.004450151379235656
1110842.0457518592,2017-07-25,0.001165245652325897
1109731.2062534844,2017-07-26,-0.0009999977068053667
1109731.2062534844,2017-07-27,0.0
1110105.4699215447,2017-07-28,0.000337256144507192
1111082.0283890283,2017-07-31,0.0008796988159627261
1111215.2340603387,2017-08-01,0.00011988824218822636
1112087.8047176874,2017-08-02,0.0007852400062591247
1112212.1171104945,2017-08-03,0.00011178289365254557
1112564.7608234917,2017-08-04,0.00031706516011831276
1115730.1284332788,2017-08-07,0.002845108636592153
1114079.3016720328,2017-08-08,-0.0014795932449759297
1113689.383377355,2017-08-09,-0.00034999150786896305
1105746.8038329827,2017-08-10,-0.0071317727033419764
1110175.1778996177,2017-08-11,0.004004871686071665
1116653.7123994536,2017-08-14,0.005835596605657134
1114988.079688024,2017-08-15,-0.0014916286875100715
1116707.1303029838,2017-08-16,0.0015417659132650474
1105269.9319437156,2017-08-17,-0.010241896061114142
1096949.852684484,2017-08-18,-0.007527644622160157
1099729.4395058495,2017-08-21,0.0025339233280019524
1111609.2692468239,2017-08-22,0.010802502246654688
1104077.3682305885,2017-08-23,-0.006775673093602941
1104572.5316789222,2017-08-24,0.00044848618636872395
1103149.3377893043,2017-08-25,-0.0012884567095423627
1107064.4349038673,2017-08-28,0.003549018233930834
1110618.7993753029,2017-08-29,0.003210621134030145
1108002.438272245,2017-08-30,-0.0023557687881111677
1112462.6950662208,2017-08-31,0.0040254936631103355
1113597.3239762855,2017-09-01,0.001019925355786544
1107736.1929528785,2017-09-05,-0.0052632409374682165
1108506.4271752906,2017-09-06,0.0006953227919355154
1114303.3223283363,2017-09-07,0.005229464630004399
1114868.4253366066,2017-09-08,0.0005071357115669084
1125595.971425779,2017-09-11,0.009622253034866857
1125899.5799768043,2017-09-12,0.0002697313767396903
1127861.3995530677,2017-09-13,0.001742446316840951
1133279.82354141,2017-09-14,0.004804157665551312
1138138.654603727,2017-09-15,0.004287406306355601
1142234.4651658607,2017-09-18,0.0035986920798853905
1138357.7506616188,2017-09-19,-0.0033939743743234274
1137580.4758546425,2017-09-20,-0.000682803632271578
1133653.366121061,2017-09-21,-0.003452159927965659
1132976.378442533,2017-09-22,-0.000597173438336096
1128640.525922544,2017-09-25,-0.0038269575628305796
1129200.1286180092,2017-09-26,0.0004958201328166822
1127768.0712831093,2017-09-27,-0.0012682050759704744
1128376.8831842018,2017-09-28,0.0005398378590377728
1129000.9026963783,2017-09-29,0.0005530240130544595
1134149.357740171,2017-10-02,0.004560186826686019
