date,AAPL,AMGN,AXP,BA,CAT,CRM,CSCO,CVX,DIS,GS,HD,HON,IBM,INTC,JNJ,JPM,KO,MCD,MMM,MRK,MSFT,NKE,PG,TRV,UNH,V,VZ,WBA,WMT
2017-07-05,100,-100,0,100,0,0,-92,-100,-100,-100,100,0,-100,0,100,0,100,-100,-100,100,0,100,-100,-100,100,100,100,100,-100
2017-07-06,100,-53,0,100,0,0,0,100,-100,-100,100,0,-100,0,100,0,100,100,-100,100,0,100,-100,-100,100,100,100,-99,-100
2017-07-07,100,0,0,100,0,0,0,0,-100,-100,100,0,-100,0,100,0,100,100,-100,100,0,100,-100,-100,73,100,1,-28,-100
2017-07-10,100,0,0,100,0,0,0,-100,-100,-100,100,0,-100,0,100,0,100,-100,-100,100,0,100,-99,-100,100,100,100,100,-100
2017-07-11,100,0,0,100,0,0,0,-99,-100,-100,100,0,-100,0,100,0,100,10,-100,100,0,100,-100,-34,100,100,100,1,-100
2017-07-12,100,0,0,100,0,0,0,-100,-100,-100,100,0,-100,0,100,0,100,-100,-100,100,0,100,-99,0,82,100,100,100,-100
2017-07-13,100,0,0,100,0,0,0,-100,-100,-100,100,100,-100,0,100,0,100,-81,-100,100,0,0,-98,0,0,100,100,100,-17
2017-07-14,79,0,0,100,0,0,0,-95,-100,-100,100,100,-100,0,100,0,100,0,-100,100,0,0,-93,0,0,0,0,100,0
2017-07-17,0,0,0,100,0,0,0,0,-100,-100,100,100,-100,0,100,0,1,0,-100,100,0,0,-83,0,0,0,0,67,0
2017-07-18,1,0,0,100,0,0,0,0,-100,-100,100,100,-100,0,100,0,0,0,-100,100,0,0,-71,0,0,0,0,50,0
2017-07-19,0,0,0,100,0,0,0,0,-100,-78,100,100,-100,0,100,0,0,0,-100,100,0,0,-98,0,0,0,0,1,0
2017-07-20,0,0,0,43,0,0,0,0,-83,0,0,0,-35,0,100,0,0,0,-31,100,0,0,-99,0,0,0,0,0,0
2017-07-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,1,0,0,-99,0,0,0,0,0,0
2017-07-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,1,0,0,0,0,0,-99,0,0,0,0,0,0
2017-07-25,-782,0,0,-1294,0,0,0,0,0,0,-1168,-500,0,0,-1558,0,-803,0,0,-2485,0,-600,-241,0,-555,-758,-701,-519,0
2017-07-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
