account_value,date,daily_return
1101009.191186115,2017-04-04,
1096372.0740368648,2017-04-05,-0.004211697037928008
1098238.2189905602,2017-04-06,0.001702109163383092
1099018.834292997,2017-04-07,0.0007107886876804859
1100175.4560984818,2017-04-10,0.0010524130882878513
1100030.5794188802,2017-04-11,-0.00013168506786676026
1096786.293568708,2017-04-12,-0.002949268784769643
1086500.4702947212,2017-04-13,-0.009378147168961237
1094251.6450019241,2017-04-17,0.0071340739549798915
1083040.2935318695,2017-04-18,-0.01024567933826126
1078758.6990482288,2017-04-19,-0.003953310425485856
1089177.3075728624,2017-04-20,0.009657960147923417
1085374.453496986,2017-04-21,-0.00349149220189926
1100614.6894887025,2017-04-24,0.01404145448846128
1112822.1692153106,2017-04-25,0.011091510810453675
1111192.7419720856,2017-04-26,-0.0014642296750557726
1109343.8066836335,2017-04-27,-0.0016639195151425534
1108419.2931541535,2017-04-28,-0.0008333877413926327
1105670.8803227593,2017-05-01,-0.0024795786651937712
1108274.918875448,2017-05-02,0.002355166079736515
1112530.4267736832,2017-05-03,0.00383975837200512
1113339.696149673,2017-05-04,0.000727413252270992
1115000.5737177008,2017-05-05,0.0014917976730477456
1112482.5133011471,2017-05-08,-0.0022583489873532203
1108524.110818464,2017-05-09,-0.00355817051985563
1108216.544137136,2017-05-10,-0.0002774560141058924
1105980.9975940264,2017-05-11,-0.002017247039792447
1103199.2134095437,2017-05-12,-0.002515218788147533
1109148.9848895948,2017-05-15,0.0053931977178107715
1109899.8016714093,2017-05-16,0.0006769305044165286
1086947.2239833372,2017-05-17,-0.02067986466301519
1090619.488623596,2017-05-18,0.003378512368614528
1089528.8841142196,2017-05-19,-0.0009999862653773395
1089211.6503714102,2017-05-22,-0.0002911659777310449
1089714.954504076,2017-05-23,0.00046208111389023365
1090550.0560104195,2017-05-24,0.000766348578490117
1090857.7433727013,2017-05-25,0.0002821396052259395
1091304.0000603423,2017-05-26,0.0004090878855214086
1089407.1915355204,2017-05-30,-0.0017381119511309384
1088246.4333353841,2017-05-31,-0.0010654952612347834
1091266.00520607,2017-06-01,0.0027747133169377936
1091178.209565231,2017-06-02,-8.045301550674289e-05
1090893.0714181555,2017-06-05,-0.0002613121711707578
1088934.8293976588,2017-06-06,-0.0017950815453900981
1089895.5047299531,2017-06-07,0.0008822156352787935
1090252.840411241,2017-06-08,0.0003278623315143836
1098851.9597997717,2017-06-09,0.007887270796090862
1100286.7127965998,2017-06-12,0.0013056836128222393
1102901.9759203868,2017-06-13,0.0023768923984728296
1106447.5354684824,2017-06-14,0.0032147549152197197
1105371.6395371775,2017-06-15,-0.0009723876612454108
1106644.8165651087,2017-06-16,0.0011518090227684574
1112579.6950190426,2017-06-19,0.005362947862851852
1110537.5732271916,2017-06-20,-0.0018354836071460268
1107147.2128505397,2017-06-21,-0.003052900197513919
1103878.105060413,2017-06-22,-0.00295273090351722
1102792.6309337574,2017-06-23,-0.0009833278889033181
1106789.6882305483,2017-06-26,0.0036244867662984515
1101599.0431975627,2017-06-27,-0.004689820557764679
1107864.27108258,2017-06-28,0.005687394087445563
1099182.483608648,2017-06-29,-0.007836508226272576
1097296.4363665825,2017-06-30,-0.0017158636260955484
1108913.967603292,2017-07-03,0.010587413621043096
