date,AAPL,AMGN,AXP,BA,CAT,CRM,CSCO,CVX,DIS,GS,HD,HON,IBM,INTC,JNJ,JPM,KO,MCD,MMM,MRK,MSFT,NKE,PG,TRV,UNH,V,VZ,WBA,WMT
2017-10-31,0,0,100,100,100,100,0,100,0,100,100,0,100,100,100,100,100,100,100,0,100,100,100,0,100,0,100,100,100
2017-11-01,0,0,100,100,100,100,0,100,0,100,100,0,100,100,100,100,100,100,100,0,100,100,100,0,100,0,100,100,100
2017-11-02,0,0,100,100,100,100,0,100,0,100,100,0,100,100,100,100,100,100,100,0,100,100,100,0,100,0,100,100,100
2017-11-03,0,0,100,100,100,100,0,100,0,100,100,0,100,100,100,100,100,100,100,0,100,100,100,0,100,0,78,100,100
2017-11-06,0,0,100,4,1,0,0,0,0,0,-100,0,0,0,0,0,100,0,0,0,0,0,-100,0,0,0,0,0,100
2017-11-07,0,0,100,4,1,0,0,0,0,0,-100,0,0,0,0,0,100,0,0,0,0,0,-100,0,0,0,0,0,100
2017-11-08,0,0,100,4,1,0,0,0,0,0,-100,0,0,0,0,0,100,0,0,0,0,0,-100,0,0,0,0,0,100
2017-11-09,0,0,100,4,1,1,0,0,0,0,-100,0,0,0,0,0,100,0,0,0,0,0,-100,0,0,0,0,0,100
2017-11-10,0,0,100,4,2,0,0,0,0,0,-100,0,0,0,0,0,100,0,0,0,0,0,-100,0,0,0,0,0,100
2017-11-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-16,0,0,-1000,-520,-506,-501,0,-500,0,-500,0,0,-500,-500,-500,-500,-1000,-500,-500,0,-500,-500,0,0,-500,0,-478,-500,-1000
2017-11-17,0,0,100,100,100,100,0,100,0,100,100,0,100,100,100,100,100,100,100,0,100,100,100,0,100,0,100,100,100
2017-11-20,0,0,100,100,100,100,0,100,0,100,100,0,100,100,100,100,100,100,100,0,100,100,100,0,100,0,100,100,100
2017-11-21,0,0,100,100,100,100,0,100,0,100,100,0,100,100,100,100,100,100,100,0,100,100,100,0,100,0,100,100,100
2017-11-22,0,0,100,100,100,100,0,100,0,100,100,0,100,100,100,100,100,100,100,0,100,100,100,0,100,0,100,100,100
2017-11-24,0,0,100,100,100,100,0,100,0,100,100,0,100,100,100,100,100,100,100,0,100,100,100,0,95,0,2,100,100
2017-11-27,0,0,100,6,1,1,0,0,0,0,-100,0,0,0,0,0,100,0,0,0,0,0,-100,0,0,0,0,0,100
2017-11-28,0,0,100,7,0,0,0,0,0,0,-100,0,0,0,0,0,100,0,0,0,0,0,-100,0,0,0,0,0,100
2017-11-29,0,0,100,7,0,0,0,0,0,0,-100,0,0,0,0,0,100,0,0,0,0,0,-100,0,0,0,0,0,100
2017-11-30,0,0,100,7,0,1,0,0,0,0,-100,0,0,0,0,0,100,0,0,0,0,0,-100,0,0,0,0,0,100
2017-12-01,0,0,100,7,1,0,0,0,0,0,-100,0,0,1,0,0,100,0,0,0,0,0,-100,0,0,0,0,0,100
2017-12-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-12-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-12-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-12-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-12-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-12-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-12-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-12-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-12-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-12-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-12-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-12-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-12-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-12-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-12-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-12-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-12-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-12-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-12-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
